"lsoa11cd","date","lsoa11nm","Rural Urban","Age: All categories: Age; measures: Value","Age: Age under 1; measures: Value","Age: Age 1; measures: Value","Age: Age 2; measures: Value","Age: Age 3; measures: Value","Age: Age 4; measures: Value","Age: Age 5; measures: Value","Age: Age 6; measures: Value","Age: Age 7; measures: Value","Age: Age 8; measures: Value","Age: Age 9; measures: Value","Age: Age 10; measures: Value","Age: Age 11; measures: Value","Age: Age 12; measures: Value","Age: Age 13; measures: Value","Age: Age 14; measures: Value","Age: Age 15; measures: Value","Age: Age 16; measures: Value","Age: Age 17; measures: Value","Age: Age 18; measures: Value","Age: Age 19; measures: Value","Age: Age 20; measures: Value","Age: Age 21; measures: Value","Age: Age 22; measures: Value","Age: Age 23; measures: Value","Age: Age 24; measures: Value","Age: Age 25; measures: Value","Age: Age 26; measures: Value","Age: Age 27; measures: Value","Age: Age 28; measures: Value","Age: Age 29; measures: Value","Age: Age 30; measures: Value","Age: Age 31; measures: Value","Age: Age 32; measures: Value","Age: Age 33; measures: Value","Age: Age 34; measures: Value","Age: Age 35; measures: Value","Age: Age 36; measures: Value","Age: Age 37; measures: Value","Age: Age 38; measures: Value","Age: Age 39; measures: Value","Age: Age 40; measures: Value","Age: Age 41; measures: Value","Age: Age 42; measures: Value","Age: Age 43; measures: Value","Age: Age 44; measures: Value","Age: Age 45; measures: Value","Age: Age 46; measures: Value","Age: Age 47; measures: Value","Age: Age 48; measures: Value","Age: Age 49; measures: Value","Age: Age 50; measures: Value","Age: Age 51; measures: Value","Age: Age 52; measures: Value","Age: Age 53; measures: Value","Age: Age 54; measures: Value","Age: Age 55; measures: Value","Age: Age 56; measures: Value","Age: Age 57; measures: Value","Age: Age 58; measures: Value","Age: Age 59; measures: Value","Age: Age 60; measures: Value","Age: Age 61; measures: Value","Age: Age 62; measures: Value","Age: Age 63; measures: Value","Age: Age 64; measures: Value","Age: Age 65; measures: Value","Age: Age 66; measures: Value","Age: Age 67; measures: Value","Age: Age 68; measures: Value","Age: Age 69; measures: Value","Age: Age 70; measures: Value","Age: Age 71; measures: Value","Age: Age 72; measures: Value","Age: Age 73; measures: Value","Age: Age 74; measures: Value","Age: Age 75; measures: Value","Age: Age 76; measures: Value","Age: Age 77; measures: Value","Age: Age 78; measures: Value","Age: Age 79; measures: Value","Age: Age 80; measures: Value","Age: Age 81; measures: Value","Age: Age 82; measures: Value","Age: Age 83; measures: Value","Age: Age 84; measures: Value","Age: Age 85; measures: Value","Age: Age 86; measures: Value","Age: Age 87; measures: Value","Age: Age 88; measures: Value","Age: Age 89; measures: Value","Age: Age 90; measures: Value","Age: Age 91; measures: Value","Age: Age 92; measures: Value","Age: Age 93; measures: Value","Age: Age 94; measures: Value","Age: Age 95; measures: Value","Age: Age 96; measures: Value","Age: Age 97; measures: Value","Age: Age 98; measures: Value","Age: Age 99; measures: Value","Age: Age 100 and over; measures: Value"
"E01006622",2011,"Liverpool 021E","Total",1519,11,12,8,21,14,15,21,15,10,16,16,28,27,18,23,26,21,21,19,16,15,14,12,18,14,15,18,4,11,18,13,16,11,12,16,17,16,15,22,22,20,26,22,28,23,19,29,30,28,23,20,17,25,24,20,14,19,18,23,20,20,19,25,27,25,15,20,19,11,20,9,14,15,20,14,17,14,13,16,14,12,8,5,6,8,7,1,4,4,5,3,2,0,0,0,1,1,0,0,0,0
"E01006623",2011,"Liverpool 013A","Total",1462,5,9,8,8,18,10,17,21,13,8,18,21,19,27,16,21,24,19,18,31,21,19,17,11,18,23,15,14,10,8,8,12,4,13,12,12,15,15,17,19,18,16,30,21,30,27,27,23,28,29,25,21,29,30,17,24,26,28,22,16,18,22,25,32,30,27,20,16,15,15,11,14,13,22,8,14,10,8,4,5,5,6,5,1,1,5,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0
"E01006624",2011,"Liverpool 013B","Total",1556,14,18,22,15,23,16,20,15,15,12,13,15,19,12,15,18,21,20,20,20,16,22,27,17,28,26,30,27,13,21,27,33,18,15,17,18,17,16,12,21,26,17,22,18,22,24,17,30,22,20,22,17,21,27,22,20,23,31,23,19,17,17,20,17,15,15,11,16,13,14,13,14,15,15,17,9,19,11,15,9,8,4,5,6,4,6,3,5,2,6,4,0,0,0,1,0,0,0,2,0,1
"E01006625",2011,"Liverpool 016D","Total",1416,13,14,4,13,17,13,17,10,13,11,19,23,21,17,14,26,29,18,17,12,18,16,13,15,13,19,13,13,9,9,8,12,6,12,8,17,14,11,14,21,22,22,23,21,21,23,26,19,19,16,24,16,27,23,27,24,22,20,22,14,16,20,20,23,21,6,19,11,16,14,18,20,15,10,13,14,20,17,12,10,15,7,8,10,11,2,6,5,8,2,4,5,1,0,3,0,1,0,0,0,0
"E01006626",2011,"Liverpool 016E","Total",1448,15,10,10,10,15,15,15,10,11,8,11,12,11,17,12,20,16,21,28,24,17,17,14,27,19,23,19,21,19,14,11,9,7,10,9,18,9,10,13,21,16,20,22,16,14,31,24,33,24,33,26,22,23,36,17,18,26,22,28,22,18,24,14,25,17,20,19,17,12,11,9,14,15,13,19,8,18,6,15,11,7,11,11,5,10,6,6,4,4,4,0,1,1,2,0,0,0,0,0,0,0
"E01006627",2011,"Liverpool 013C","Total",1378,18,13,13,11,14,18,16,12,17,12,9,8,18,7,17,23,15,16,18,16,19,23,15,21,18,17,25,15,20,20,19,15,17,14,17,11,22,12,17,15,15,26,18,20,15,22,22,20,21,16,18,35,20,21,22,19,25,19,26,22,18,11,14,13,19,15,12,7,15,10,10,10,14,16,10,14,13,11,10,11,5,11,5,8,6,4,5,5,4,1,2,3,0,0,1,0,0,0,0,0,0
"E01006628",2011,"Liverpool 052D","Total",1874,18,10,19,13,20,13,14,14,15,11,16,16,13,18,17,15,21,18,50,100,62,49,74,61,34,45,44,32,32,32,31,33,34,27,25,16,27,24,12,21,27,20,30,24,18,25,25,16,22,23,20,16,33,16,26,16,19,15,17,29,20,14,19,18,16,9,10,10,14,9,11,8,9,9,8,7,6,6,9,8,11,8,9,7,6,2,4,5,6,6,2,1,2,0,0,2,0,0,0,0,0
"E01006629",2011,"Liverpool 052E","Total",1255,13,11,9,6,5,6,8,5,13,8,4,11,6,7,11,16,10,15,11,13,19,23,12,23,22,23,23,17,24,22,19,23,10,26,16,12,9,16,11,17,14,10,14,14,15,19,15,16,23,23,18,22,25,23,20,16,20,23,19,12,23,17,20,26,14,18,16,14,10,11,13,19,11,10,9,6,11,10,8,9,5,10,8,6,4,7,3,6,2,4,4,2,0,2,0,1,0,0,0,0,0
"E01006630",2011,"Liverpool 044B","Total",1338,11,20,23,14,18,20,17,17,17,21,22,20,19,18,30,22,22,26,24,29,24,14,20,13,17,19,17,19,20,19,17,10,14,10,13,19,11,12,16,24,20,16,19,12,9,26,25,22,20,37,19,22,18,21,30,12,14,20,16,17,9,12,13,15,13,8,12,12,6,13,9,5,6,8,5,6,6,12,10,6,3,6,1,4,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"E01006632",2011,"Liverpool 044C","Total",1842,25,32,16,19,30,22,15,27,20,27,26,28,21,24,16,29,26,17,23,23,31,19,35,33,35,31,51,28,32,38,41,34,25,36,43,19,29,20,19,28,26,24,18,22,27,26,14,32,26,19,20,20,17,19,12,21,19,14,24,13,16,13,16,26,20,22,11,15,16,8,11,8,17,11,13,14,16,13,11,11,5,5,9,9,6,1,1,4,0,2,2,2,1,0,1,0,0,0,0,0,0
"E01006633",2011,"Liverpool 050B","Total",1432,13,19,18,20,13,16,15,11,20,14,20,10,21,18,27,26,13,29,18,23,21,12,14,21,15,29,16,16,15,17,20,17,14,23,14,16,15,13,19,18,14,20,16,12,24,30,16,13,28,23,13,19,16,13,19,17,22,15,18,18,19,19,27,20,12,16,13,16,15,16,16,11,14,11,17,8,12,18,7,5,12,9,7,6,3,6,8,1,0,4,1,2,5,0,0,0,0,0,0,0,1
"E01006637",2011,"Liverpool 017A","Total",1596,28,32,40,37,29,22,28,19,21,31,22,26,18,27,26,29,21,26,24,20,19,29,39,33,15,25,30,23,15,27,35,28,18,23,27,19,17,18,24,16,23,27,21,17,20,18,29,12,17,24,21,18,15,17,21,16,18,16,20,15,9,12,14,5,12,12,12,8,9,13,11,7,6,7,16,5,6,3,5,9,5,1,5,2,3,0,2,1,1,0,1,1,0,0,0,1,0,1,0,0,0
"E01006638",2011,"Liverpool 017B","Total",1219,16,26,26,21,18,15,14,11,19,18,17,18,17,8,24,17,22,14,24,22,17,13,15,17,14,17,21,14,18,15,14,15,21,13,18,12,17,11,14,15,13,17,23,14,21,23,22,17,20,13,15,11,11,20,17,12,15,16,10,10,8,11,10,21,13,8,7,11,13,10,14,4,8,12,9,3,5,6,10,4,5,3,5,6,3,4,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0
"E01006639",2011,"Liverpool 017C","Total",1509,32,19,25,20,17,14,19,24,23,13,17,22,27,16,23,21,23,16,22,16,20,15,19,20,21,20,30,25,19,23,25,28,22,22,13,24,20,22,13,20,18,26,21,20,36,19,18,25,26,25,25,23,15,25,17,21,12,20,16,13,15,14,15,16,9,10,10,10,12,7,13,8,10,17,12,12,7,7,12,11,3,4,5,5,5,1,0,0,4,1,0,1,1,0,0,0,0,1,0,0,0
"E01006640",2011,"Liverpool 021F","Total",1880,22,26,19,33,33,22,22,18,29,20,31,26,19,17,18,29,17,25,19,21,29,20,22,21,13,18,27,18,24,16,27,20,24,30,30,25,24,23,24,20,28,36,28,32,25,32,26,27,25,27,28,38,35,22,24,17,23,26,26,24,29,18,19,18,34,22,16,16,17,17,6,19,12,11,18,18,9,22,16,9,11,9,14,5,6,2,1,6,5,2,0,0,0,1,0,1,1,0,0,0,0
"E01006641",2011,"Liverpool 025C","Total",1740,43,30,48,49,40,33,38,33,21,27,19,26,17,19,13,17,17,10,12,14,8,14,14,23,19,29,17,26,39,45,39,31,40,51,36,33,38,42,47,37,39,30,36,20,29,24,22,14,22,27,14,17,13,11,13,16,10,7,14,9,14,7,8,10,12,7,9,5,6,7,6,5,8,3,12,12,3,8,7,5,4,7,2,0,8,5,2,7,2,1,0,2,1,0,0,0,0,4,0,0,0
"E01006642",2011,"Liverpool 025D","Total",1290,14,19,9,18,24,14,17,15,21,14,13,13,22,19,27,17,27,19,21,24,21,16,19,32,13,10,23,17,15,12,12,12,13,19,19,7,16,10,18,11,17,14,15,18,23,18,18,35,32,16,27,28,15,16,20,11,12,13,6,9,15,7,7,8,14,9,10,5,10,3,9,12,6,4,12,7,13,9,20,5,7,11,8,7,5,6,3,0,6,4,1,2,0,0,0,0,0,0,0,0,0
"E01006643",2011,"Liverpool 025E","Total",1822,32,28,35,29,28,27,26,20,26,25,28,28,34,36,33,30,26,29,29,25,30,23,26,18,26,33,23,37,25,27,33,26,26,25,32,30,22,31,23,25,35,37,22,23,25,22,28,23,31,25,23,24,18,19,13,12,15,18,19,14,16,16,15,16,14,15,7,14,4,9,13,9,9,12,10,12,10,6,7,9,5,5,8,3,2,3,2,1,2,3,0,0,1,1,0,0,0,0,0,0,2
"E01006644",2011,"Liverpool 017D","Total",2040,37,25,24,30,23,23,7,23,24,20,21,22,18,36,32,32,34,22,27,25,33,21,24,33,30,47,46,22,34,36,35,38,33,38,31,22,26,24,34,37,42,30,25,36,28,29,17,28,36,30,27,23,19,20,26,24,21,25,20,16,19,13,23,26,19,16,16,16,18,7,8,14,13,12,13,14,13,16,12,8,12,9,12,8,6,5,2,5,3,5,1,1,1,0,0,0,1,0,0,0,2
"E01006645",2011,"Liverpool 017E","Total",1424,15,14,27,11,14,21,21,7,11,10,20,20,19,20,13,20,19,19,27,27,15,24,18,28,16,18,34,11,7,18,22,15,10,9,9,14,11,12,18,15,9,25,21,18,21,20,22,18,32,14,23,24,21,24,19,14,12,15,16,11,6,4,16,15,21,19,8,14,11,13,13,15,17,11,15,21,18,14,11,22,13,15,17,5,6,2,1,1,5,5,2,3,5,0,1,0,0,0,1,0,0
"E01006646",2011,"Liverpool 023C","Total",1899,17,21,14,16,10,18,19,17,23,13,15,16,20,15,15,17,24,18,28,18,27,49,47,41,48,64,64,50,54,38,48,51,39,15,27,21,31,27,25,27,22,25,27,23,26,26,20,20,13,20,17,24,23,31,15,22,21,21,17,21,21,14,20,21,28,13,22,16,11,8,12,10,9,8,15,8,17,10,11,9,5,5,7,7,5,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0
"E01006647",2011,"Liverpool 024C","Total",1422,15,11,24,18,20,17,22,19,22,27,22,26,24,27,34,23,25,27,15,17,23,19,21,14,12,15,11,13,16,20,18,16,16,21,12,18,21,14,12,26,18,18,16,16,20,14,23,21,28,7,18,17,12,12,16,25,18,14,14,12,17,14,22,18,27,8,12,20,15,13,13,13,19,16,12,7,8,9,9,2,1,5,2,3,4,7,5,0,2,4,1,0,0,0,0,0,1,0,0,0,1
"E01006648",2011,"Liverpool 023D","Total",2175,22,22,13,14,16,18,13,14,10,18,19,6,15,20,29,31,14,31,18,32,58,77,66,64,81,78,66,56,78,35,50,44,40,18,21,25,21,26,19,28,23,22,28,21,12,22,20,23,27,28,22,15,31,26,31,22,32,22,23,26,23,13,24,16,26,15,26,17,21,13,9,19,12,10,14,13,20,10,10,12,4,6,6,2,10,7,5,2,2,0,2,3,1,0,0,0,0,0,0,0,0
"E01006651",2011,"Liverpool 001A","Total",1642,25,32,28,26,16,24,32,28,18,24,26,21,25,21,19,29,24,24,25,15,23,23,14,19,24,21,20,24,25,18,26,19,22,18,20,27,17,21,35,28,36,42,35,35,43,32,31,26,35,25,26,25,22,24,21,27,17,20,24,20,15,11,17,8,7,10,6,7,10,2,3,4,5,5,6,5,3,2,3,4,2,1,2,2,2,0,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0
"E01006652",2011,"Liverpool 002A","Total",1505,18,21,15,25,22,16,22,15,11,13,20,22,13,18,16,27,19,11,18,16,19,16,26,19,22,21,32,25,25,28,24,22,15,15,28,21,20,17,26,20,21,23,21,26,17,16,26,22,27,33,36,21,23,11,11,16,23,20,11,12,23,13,11,19,15,10,21,16,14,14,7,10,6,11,7,10,21,7,5,7,6,5,9,3,2,3,0,3,3,4,0,1,3,1,0,0,0,0,0,0,0
"E01006653",2011,"Liverpool 001B","Total",1520,25,24,16,22,19,21,21,20,14,19,20,19,11,27,13,18,10,20,14,13,25,18,21,23,16,31,26,15,30,16,18,17,29,17,11,21,24,11,22,27,19,29,21,24,16,22,20,28,29,26,32,23,14,20,14,13,10,15,24,18,15,14,22,20,15,10,10,15,6,16,11,18,14,14,8,17,10,12,6,7,13,14,5,5,5,7,1,4,1,1,0,2,0,1,0,0,0,0,0,0,0
"E01006654",2011,"Liverpool 005A","Total",1513,20,9,24,16,22,13,17,17,20,18,18,16,17,13,16,21,11,13,21,21,27,20,24,22,20,13,13,15,20,28,23,25,18,18,16,14,17,15,21,12,24,22,25,32,24,16,27,23,27,22,24,15,26,29,22,24,25,20,15,17,13,13,18,14,19,11,11,8,9,10,10,9,6,10,13,11,11,14,12,7,10,12,11,10,4,3,8,5,11,7,4,5,3,1,2,2,1,2,0,0,0
"E01006655",2011,"Liverpool 001C","Total",1758,24,28,13,24,24,15,18,21,15,25,15,28,27,17,24,30,24,28,15,23,17,21,20,22,29,31,30,29,25,26,27,29,20,23,21,30,18,25,16,26,22,30,32,20,25,29,27,18,31,26,32,28,35,22,22,17,19,18,11,19,21,19,13,19,20,8,10,18,7,11,8,18,10,17,15,16,18,20,12,5,8,9,5,6,8,7,3,7,3,1,1,2,2,2,0,0,0,2,0,1,0
"E01006656",2011,"Liverpool 002B","Total",1493,34,16,27,23,16,16,8,9,21,16,9,23,9,13,15,17,14,16,21,9,22,31,32,28,27,29,20,21,17,31,34,15,20,20,29,23,14,20,23,16,15,12,22,19,18,20,22,15,14,31,26,31,17,25,20,19,18,23,16,16,19,13,18,19,18,18,16,13,11,10,5,9,11,10,14,7,5,10,6,2,7,8,4,5,10,2,4,6,2,1,3,0,3,0,1,0,0,0,0,0,0
"E01006657",2011,"Liverpool 002C","Total",1211,19,17,23,17,20,12,14,15,12,17,8,15,8,12,14,10,17,10,13,10,17,14,19,11,15,15,25,20,19,25,19,21,25,21,16,23,15,18,27,13,23,15,12,15,18,24,21,12,14,20,15,16,18,16,12,7,15,12,12,13,7,13,13,13,20,12,13,14,5,8,7,6,11,16,9,3,10,5,12,11,5,2,4,5,4,1,2,3,0,2,0,1,0,0,2,1,0,0,0,0,0
"E01006658",2011,"Liverpool 001D","Total",1300,11,14,10,7,15,12,11,29,17,8,20,15,14,22,17,11,21,12,11,19,18,19,17,20,18,18,30,20,26,24,26,12,11,13,12,13,12,18,17,20,14,17,25,20,18,16,15,18,22,14,15,22,16,17,16,20,9,17,15,8,11,22,13,11,20,11,14,10,19,9,20,12,14,13,11,9,8,14,6,4,9,7,8,5,3,5,4,3,4,0,1,2,2,1,0,1,0,0,0,0,0
"E01006659",2011,"Liverpool 005B","Total",1765,11,12,13,18,9,15,6,11,12,10,10,12,14,11,11,16,14,11,20,27,46,54,48,39,44,48,33,49,44,37,32,27,36,28,42,30,38,33,39,26,37,40,39,22,26,32,31,27,27,26,29,31,20,17,19,12,19,12,13,16,8,13,19,9,17,5,7,14,5,5,5,3,7,9,10,8,15,7,7,5,13,4,8,8,4,8,3,5,1,0,1,0,0,0,1,0,0,0,0,0,0
"E01006660",2011,"Liverpool 001E","Total",1433,17,17,19,27,9,20,17,19,24,19,16,18,25,20,14,16,20,14,14,25,18,17,9,22,8,8,9,14,16,18,16,21,19,15,10,15,19,19,21,25,18,21,27,18,18,22,17,11,23,29,23,28,30,25,26,15,15,12,20,16,16,18,14,11,19,16,12,15,16,9,7,9,9,17,14,19,13,7,14,8,5,12,5,6,5,7,5,6,8,4,1,0,0,2,0,1,0,0,0,0,0
"E01006661",2011,"Liverpool 004A","Total",1663,24,19,18,20,29,14,17,21,24,18,9,18,17,20,23,22,19,23,24,18,20,23,15,30,31,19,25,24,17,19,31,21,20,21,18,17,8,17,24,19,21,27,12,19,23,21,24,16,21,22,27,15,16,41,28,25,24,17,31,12,20,21,12,22,16,8,16,15,16,10,19,12,11,14,19,23,10,4,11,22,8,14,17,4,8,7,10,12,7,7,1,5,1,1,1,0,0,0,0,0,1
"E01006662",2011,"Liverpool 004B","Total",1775,25,32,40,30,35,23,16,15,13,18,22,7,19,16,16,9,20,14,17,16,15,20,27,14,18,30,23,31,39,23,11,32,21,25,26,25,26,18,29,23,21,15,19,9,12,11,23,24,21,24,28,13,11,20,15,21,17,17,17,20,18,22,25,16,15,26,8,17,14,15,17,19,12,21,19,19,18,13,19,16,17,14,9,13,19,16,10,17,15,10,10,9,9,2,5,8,3,0,1,1,1
"E01006663",2011,"Liverpool 004C","Total",1153,22,13,21,13,17,22,6,24,14,16,12,13,20,7,22,15,18,9,10,6,14,8,14,21,18,21,22,25,14,22,22,17,15,7,19,21,16,16,28,12,18,15,24,17,15,16,15,17,20,15,24,20,22,13,10,10,16,12,11,8,12,10,8,6,7,4,4,3,3,8,8,16,2,5,11,7,11,3,7,7,10,3,9,4,3,5,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0
"E01006664",2011,"Liverpool 004D","Total",1795,23,36,25,26,20,32,23,13,21,28,21,23,29,24,22,23,23,24,14,21,14,20,34,21,31,31,23,33,29,31,35,34,27,12,36,18,22,19,20,25,25,21,20,28,17,21,25,24,23,26,31,22,13,20,26,25,19,23,14,23,25,23,20,16,21,16,15,9,12,10,11,16,11,5,11,10,13,9,10,15,8,13,13,9,9,6,6,1,4,4,2,1,2,0,0,2,0,1,1,0,3
"E01006665",2011,"Liverpool 007A","Total",1555,25,21,26,27,19,13,19,21,17,19,24,22,26,19,20,18,23,26,18,25,18,17,22,16,11,15,18,18,20,16,21,31,20,23,24,19,20,31,23,27,31,26,25,32,27,33,22,24,27,31,33,26,21,35,21,30,24,25,16,11,19,13,15,9,17,11,2,11,5,11,10,7,4,9,7,5,8,6,4,2,3,10,3,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006666",2011,"Liverpool 007B","Total",1504,15,20,16,23,16,22,13,19,18,24,18,21,27,25,36,35,28,19,42,25,25,25,22,13,11,15,15,11,15,14,11,21,20,22,25,10,12,14,26,29,23,19,27,26,27,28,38,36,41,37,41,37,17,23,20,28,17,7,14,15,16,14,15,12,9,4,8,7,6,6,1,3,6,2,7,5,7,5,5,7,5,2,2,1,3,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0
"E01006667",2011,"Liverpool 007C","Total",1453,14,16,17,20,10,14,15,17,13,17,17,16,20,17,18,7,16,12,17,15,21,16,16,13,19,19,29,26,17,17,15,12,17,10,13,15,17,15,21,21,11,23,19,18,28,20,28,31,17,22,29,27,25,20,24,24,22,19,27,22,23,19,13,15,19,13,14,15,13,9,14,15,12,9,11,5,15,6,9,9,7,10,8,8,10,4,4,5,3,5,5,5,3,1,2,1,1,0,0,0,0
"E01006668",2011,"Liverpool 007D","Total",1534,33,15,17,18,19,22,21,33,25,16,15,29,27,32,21,28,27,17,15,16,16,17,20,15,16,19,22,20,18,25,25,27,23,20,21,12,28,28,32,37,37,25,32,30,44,34,43,22,35,25,26,18,13,28,21,18,10,16,8,6,10,9,11,6,8,14,5,7,7,6,3,8,8,4,5,3,10,4,6,2,5,3,2,1,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
"E01006669",2011,"Liverpool 004E","Total",1470,17,18,30,19,22,23,18,18,23,21,13,20,24,19,21,22,16,29,15,21,16,32,17,26,16,22,13,15,13,16,10,26,20,18,17,21,17,20,28,22,31,22,29,34,28,29,37,37,38,31,19,29,17,21,19,19,19,15,13,16,17,11,14,16,13,12,4,5,14,9,3,8,3,3,8,4,2,2,3,2,0,2,3,6,1,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01006670",2011,"Liverpool 007E","Total",1526,17,19,12,14,22,22,19,21,24,16,19,20,17,27,23,24,21,20,23,20,19,18,13,18,21,14,18,11,17,17,26,27,18,23,18,11,15,14,18,33,36,22,21,23,23,33,27,31,38,32,23,21,27,39,21,24,17,22,19,11,25,10,11,12,17,10,19,11,10,4,13,13,11,13,8,12,3,5,7,8,3,2,4,5,2,2,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0
"E01006671",2011,"Liverpool 013D","Total",1355,14,18,11,17,13,12,10,17,15,15,11,16,22,19,26,14,35,15,22,27,24,21,18,19,21,16,12,9,9,13,12,12,8,16,12,9,19,13,20,9,17,19,31,28,21,29,17,14,30,25,27,29,24,32,24,23,17,24,16,23,12,16,8,10,10,12,16,11,11,5,15,16,20,8,15,7,10,6,7,6,5,2,3,0,1,7,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0
"E01006672",2011,"Liverpool 010E","Total",1955,36,37,34,45,24,35,34,16,38,27,26,29,24,35,30,40,28,24,26,25,26,26,18,26,34,28,23,35,21,24,27,29,22,29,39,24,22,33,35,35,22,24,35,27,23,26,30,22,21,27,24,25,23,25,16,20,22,24,18,14,14,13,26,21,18,14,20,14,18,9,10,9,11,12,17,7,14,11,12,7,2,7,6,6,6,0,6,1,4,0,0,0,0,2,0,0,1,0,0,0,0
"E01006673",2011,"Liverpool 037D","Total",1937,28,38,32,36,33,26,13,21,21,30,28,28,21,19,20,32,26,27,21,28,51,52,55,51,39,69,52,35,57,30,44,40,32,40,27,19,28,28,26,26,41,31,30,15,23,15,23,21,16,15,13,12,16,8,12,17,13,16,9,11,9,17,13,14,14,15,10,12,7,5,10,8,9,9,13,10,9,8,11,5,9,5,5,2,2,4,3,4,2,1,2,0,3,1,0,0,0,0,0,0,0
"E01006674",2011,"Liverpool 039C","Total",1885,42,40,35,34,40,28,37,35,23,30,35,36,17,37,32,29,43,26,28,23,30,28,32,26,26,23,32,52,34,34,32,30,30,29,36,27,34,28,24,19,27,17,41,17,20,19,25,18,9,18,13,10,13,20,16,12,17,8,10,12,17,14,14,10,16,14,15,7,12,12,13,19,16,10,20,9,8,9,10,7,2,6,2,3,2,5,5,1,3,0,0,1,2,1,0,1,1,0,0,0,0
"E01006675",2011,"Liverpool 043C","Total",1824,17,15,6,11,6,8,7,6,5,5,3,9,8,8,5,3,3,4,16,19,23,19,44,47,55,72,65,67,51,47,70,65,70,38,53,39,54,31,30,16,22,32,32,21,23,27,25,26,30,17,13,28,18,17,11,20,17,12,19,12,15,22,19,22,17,11,5,10,12,4,7,15,11,6,8,3,8,8,12,7,12,2,6,9,4,2,3,3,5,2,2,3,3,0,0,1,1,1,1,0,0
"E01006676",2011,"Liverpool 044D","Total",1753,30,40,31,37,27,31,25,21,24,30,23,25,38,26,32,30,26,27,19,25,20,29,23,34,24,30,34,26,32,40,26,30,36,28,31,17,17,22,34,23,19,27,18,18,26,17,24,22,17,7,25,20,25,22,15,19,14,18,14,18,12,10,14,17,10,11,14,6,12,10,8,11,13,17,5,5,10,3,8,9,6,3,2,8,4,2,3,2,1,0,3,0,1,3,0,0,1,0,1,0,0
"E01006677",2011,"Liverpool 043D","Total",1040,23,20,23,17,21,20,16,19,14,18,13,14,21,14,20,14,13,12,9,11,18,8,13,13,15,14,12,13,21,21,11,24,16,15,12,14,15,17,13,13,24,14,14,13,23,15,12,10,6,6,11,9,15,16,13,8,16,11,11,7,7,18,8,10,4,5,10,9,5,2,9,4,8,3,5,7,5,4,8,4,2,1,2,2,3,1,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"E01006678",2011,"Liverpool 044E","Total",2127,18,19,28,16,25,26,18,16,20,27,20,27,17,22,29,25,35,15,29,27,36,54,39,28,31,30,37,31,30,38,50,31,27,32,18,20,22,27,26,37,39,32,45,30,37,29,32,25,41,24,32,25,29,29,37,25,16,26,18,25,24,23,30,22,30,19,14,22,18,16,19,24,19,14,17,7,12,16,6,8,3,15,5,6,7,3,4,2,7,2,7,5,0,1,0,0,0,0,0,0,1
"E01006679",2011,"Liverpool 039D","Total",2232,52,41,48,35,62,37,35,30,43,55,45,32,25,28,45,41,32,50,37,36,45,28,37,38,29,44,47,35,54,28,50,34,39,36,47,33,38,36,36,34,18,28,18,25,24,10,20,18,20,15,22,16,16,15,21,13,15,6,7,21,9,12,13,6,15,10,11,14,11,10,19,16,15,13,15,10,16,8,6,5,9,10,13,5,4,7,2,5,4,0,4,2,1,1,0,3,0,0,0,0,3
"E01006680",2011,"Liverpool 053B","Total",1569,11,15,17,17,11,21,15,16,12,18,15,20,21,12,20,18,30,21,25,13,22,11,20,15,13,17,22,15,16,15,21,21,18,11,9,5,13,19,20,23,20,17,24,25,26,20,34,26,27,20,19,25,35,27,31,30,20,26,27,22,33,20,20,18,16,19,16,21,18,13,14,14,16,13,15,15,11,15,12,14,7,9,6,6,4,8,4,6,1,1,1,4,1,1,1,0,0,0,0,1,0
"E01006681",2011,"Liverpool 054D","Total",1585,13,14,23,12,8,10,15,13,7,17,11,16,24,15,21,24,14,18,24,18,19,27,17,20,21,25,15,21,18,20,12,23,12,17,10,13,18,10,14,24,24,23,19,21,31,28,25,28,24,33,24,23,29,23,31,29,17,20,25,26,22,24,18,27,22,14,15,19,13,16,7,8,11,12,15,13,9,10,13,14,8,14,10,12,8,9,7,6,9,3,6,8,3,1,1,1,1,0,0,0,0
"E01006682",2011,"Liverpool 053C","Total",1310,11,13,13,19,13,8,6,15,17,18,11,21,27,20,16,14,22,13,17,14,17,12,16,23,12,10,11,9,5,5,7,7,7,17,13,8,14,9,18,13,17,19,16,18,21,19,30,26,21,18,20,21,22,22,19,29,19,19,22,21,26,17,18,26,20,11,16,19,15,12,16,12,14,15,8,11,11,6,9,5,5,5,9,5,3,5,3,9,5,1,2,2,2,2,0,1,2,1,1,0,0
